time,open,close,high,low,volume,turnover
1765238400,0.01,0.03982,0.163,0.01,467792454.5,19624330.912363
1765324800,0.03993,0.07521,0.08794,0.03898,369769853.3,20534395.141816
1765411200,0.07558,0.04578,0.07577,0.0411,314195816.7,15418278.126034
1765497600,0.04569,0.04982,0.05396,0.04297,346532177.5,17147515.559982
1765584000,0.04981,0.04864,0.0544,0.04765,240678907.3,12115079.239721
1765670400,0.04865,0.06547,0.07476,0.0477,362943772.1,23784731.761902
1765756800,0.06532,0.06136,0.07102,0.05758,96998931.37682129,6355131.6246305753486
1765843200,0.06105,0.0612,0.06249,0.0545,222475054.3,12847584.829878
1765929600,0.06119,0.06329,0.06775,0.05833,335960978.7,20908245.859544
1766016000,0.06329,0.06402,0.06906,0.06071,244606626.7,15691874.846561
1766102400,0.06405,0.0659,0.07096,0.06169,160684497.5,10459156.832546
1766188800,0.06586,0.07912,0.08006,0.06495,194093992.70114837,13845937.6945416169586
1766275200,0.07912,0.11238,0.12004,0.07699,180162172.5,16957454.250694
1766361600,0.11209,0.10357,0.11354,0.08979,150627005.8,15542992.655615
1766448000,0.10358,0.07844,0.10429,0.07452,204515692.58858446,17103029.910303565075
1766534400,0.07828,0.08072,0.08361,0.0719,49019303,3831911.611846
1766620800,0.08072,0.0768,0.08269,0.07397,14593172.8,1137496.841794
1766707200,0.07681,0.08366,0.08847,0.07571,10907284.3,876757.226339
1766793600,0.08366,0.08903,0.08913,0.08008,10726797.9,901583.758191
1766880000,0.08868,0.09064,0.09189,0.08426,8707076.60251873,765435.6894063385004
1766966400,0.09047,0.09923,0.10226,0.08903,19790339.56477985,1890586.8447978342985
1767052800,0.09923,0.09946,0.102,0.09487,8854488.42367006,865227.9639156766344
1767139200,0.09938,0.08929,0.09938,0.08433,12651818.33664431,1141287.9923793689258
1767225600,0.08916,0.08671,0.09017,0.0829,7267149.64636713,625343.261604584709
1767312000,0.08664,0.08783,0.09343,0.08318,6892094.96419597,609564.0714484815895
1767398400,0.08807,0.09344,0.09761,0.08727,7648771.7,710806.077097
1767484800,0.09326,0.0893,0.09414,0.08873,10986524.013283,997322.0322460967905
1767571200,0.08928,0.08561,0.09035,0.08376,9514048.25074681,825170.2582913728591
1767657600,0.08563,0.07896,0.08649,0.07541,12754248.9,1027048.506709
1767744000,0.07898,0.07657,0.08174,0.07635,5023289.1,397160.10259
1767830400,0.07656,0.07397,0.07869,0.07307,12760288.3,957057.253905
1767916800,0.07397,0.06665,0.07544,0.06602,14407629.9,993995.317614
1768003200,0.06669,0.06986,0.07286,0.06563,9905703.1,688369.851048
1768089600,0.06985,0.07054,0.0743,0.06945,8863185.8,633839.058396
1768176000,0.07046,0.06588,0.073,0.06587,5444835.72190714,373861.5377495720252
1768262400,0.06587,0.06853,0.06939,0.0655,5352059,358469.199014
1768348800,0.06855,0.06672,0.07312,0.06585,9674991.5,672488.884266
1768435200,0.0668,0.06451,0.06689,0.06039,10572733.5,667020.232431
1768521600,0.06434,0.06425,0.06531,0.06259,3202680.5,205120.478518
1768608000,0.06432,0.06195,0.06448,0.06096,4833880.1,303798.788162
1768694400,0.06182,0.05666,0.06312,0.05666,7270983.53361962,434700.9594508785224
1768780800,0.05672,0.06215,0.06748,0.053,19203504,1167412.295167
1768867200,0.06215,0.0616,0.06323,0.05803,5011744.3,300040.650215
1768953600,0.06159,0.06059,0.06466,0.06039,7158227.439644,446057.14994436652
1769040000,0.06083,0.05731,0.06093,0.05649,3607414.08266939,210504.1387095815154
1769126400,0.05737,0.05565,0.05896,0.05542,3568988.1,204871.398791
1769212800,0.05565,0.05847,0.06047,0.05516,3206791.4,186800.003383
1769299200,0.05847,0.05714,0.05955,0.05562,1798830,104543.968251
1769385600,0.05713,0.06069,0.06167,0.05691,1791384.5,105863.759345
1769472000,0.06068,0.06106,0.06179,0.05837,3021047.1,181736.486218
1769558400,0.06078,0.0583,0.06081,0.05665,2372536.5,137904.380364
1769644800,0.05813,0.05447,0.0594,0.05389,3407944.3,192462.99167
1769731200,0.05469,0.05079,0.05504,0.05014,5513689.7,287870.764263
1769817600,0.05085,0.04611,0.0512,0.04466,9328369.3,444460.858556
1769904000,0.04614,0.04704,0.04964,0.04586,8870469.1,422422.838398
1769990400,0.04708,0.04983,0.05061,0.04585,4405130,210671.327552
