time,open,close,high,low,volume,turnover
1775692800,0.05,0.06736,0.1228,0.05,6053619.8,426747.267122
1775736000,0.06744,0.04451,0.06925,0.041,30984348.6,1510778.145881
1775779200,0.04429,0.04558,0.04681,0.04237,5357785.8,240301.461987
1775822400,0.04544,0.05138,0.05943,0.0439,35450463.8,1759288.425091
1775865600,0.05131,0.04789,0.05357,0.04529,40761252.1,1973461.898033
1775908800,0.04803,0.05199,0.05606,0.04777,32449350.3,1633030.660036
1775952000,0.05195,0.0537,0.0551,0.04801,30644123.8,1558516.521883
1775995200,0.0538,0.05418,0.05736,0.05086,23512343.7,1270258.88682
1776038400,0.05429,0.05651,0.06205,0.05317,23461830.2,1311627.924896
1776081600,0.05633,0.0542,0.0572,0.05127,4847298.2,260807.05654
